customer_id,first_name,last_name,date_of_birth,gender,city,province,country,customer_since,customer_status
100026,Jessica,Taylor,1964-02-13,Male,Mississauga,Ontario,Canada,1986-12-22,Active
100027,Daniel,Lee,1980-02-19,Female,Mississauga,Ontario,Canada,2011-02-18,Active
100028,Emma,Thompson,1978-01-02,Male,Hamilton,Ontario,Canada,2008-04-15,Active
100029,Emily,Garcia,1981-05-16,Female,Vancouver,British Columbia,Canada,2007-10-08,Inactive
100030,Daniel,Wilson,1981-08-04,Female,Toronto,Ontario,Canada,2024-09-07,Active
100031,Daniel,Smith,1964-04-02,Female,Mississauga,Ontario,Canada,1993-03-15,Active
100032,David,Anderson,1966-03-29,Female,Quebec City,Quebec,Canada,1999-10-07,Active
100033,John,Clark,1969-09-09,Female,Calgary,Alberta,Canada,1989-07-29,Active
100034,Emily,White,1970-06-29,Male,Ottawa,Ontario,Canada,1989-04-08,Active
100035,Mia,Garcia,1993-07-18,Female,Vancouver,British Columbia,Canada,2016-06-24,Inactive
100036,James,White,1952-12-06,Female,Montreal,Quebec,Canada,2011-05-16,Active
100037,Emma,White,1979-05-09,Female,Quebec City,Quebec,Canada,2014-10-30,Active
100038,Emma,Martin,1992-07-29,Female,Toronto,Ontario,Canada,2021-08-21,Active
100039,Robert,Lee,1965-06-30,Female,Ottawa,Ontario,Canada,2015-12-04,Active
100040,Jessica,Jackson,1968-07-08,Female,Mississauga,Ontario,Canada,2009-10-22,Active
100041,Michael,Harris,1986-09-12,Male,Winnipeg,Manitoba,Canada,2014-07-13,Inactive
100042,Sophia,Lewis,1984-08-31,Male,Mississauga,Ontario,Canada,2011-05-17,Active
100043,Olivia,Thomas,1978-11-24,Female,Halifax,Nova Scotia,Canada,1998-01-28,Active
100044,William,Clark,1970-11-17,Female,Mississauga,Ontario,Canada,2001-01-28,Active
100045,John,Harris,1946-11-28,Male,Ottawa,Ontario,Canada,1995-09-17,Active
100046,Ava,Lewis,1954-03-22,Male,Surrey,British Columbia,Canada,1984-09-19,Active
100047,Daniel,White,1974-09-12,Female,Edmonton,Alberta,Canada,1997-07-18,Inactive
100048,Mia,Martin,1988-02-21,Male,Brampton,Ontario,Canada,2018-04-15,Active
100049,Olivia,Anderson,1956-10-06,Female,Ottawa,Ontario,Canada,1999-10-22,Active
100050,Sophia,Martin,1970-04-17,Female,Vancouver,British Columbia,Canada,2026-07-08,Active
100051,Sophia,Anderson,1959-07-24,Male,Toronto,Ontario,Canada,2017-10-24,Active
100052,Michael,Martin,1955-09-05,Male,Victoria,British Columbia,Canada,2015-03-11,Active
100053,William,Garcia,2000-09-04,Female,Calgary,Alberta,Canada,2022-08-28,Active
100054,Sarah,Jackson,2002-10-23,Male,Toronto,Ontario,Canada,2024-08-23,Inactive
100055,Sarah,Jackson,2006-01-14,Female,Calgary,Alberta,Canada,2026-05-13,Active
100056,James,Anderson,2000-04-12,Male,Hamilton,Ontario,Canada,2023-01-20,Active
100057,Emily,Thompson,1969-06-13,Male,Winnipeg,Manitoba,Canada,1997-05-27,Active
100058,Michael,Harris,1989-10-23,Male,Saint John,New Brunswick,Canada,2021-02-09,Active
100059,Sophia,White,1961-11-14,Female,Victoria,British Columbia,Canada,1985-06-20,Active
100060,Olivia,Smith,1980-04-16,Female,St. John's,Newfoundland and Labrador,Canada,2012-07-13,Active
100061,Mia,Brown,1959-11-27,Female,Calgary,Alberta,Canada,2019-08-04,Active
100062,Sophia,Smith,1983-05-22,Male,Ottawa,Ontario,Canada,2022-10-23,Active
100063,William,Clark,1970-08-04,Female,Hamilton,Ontario,Canada,2018-01-26,Active
100064,Ava,Clark,1966-09-10,Male,Brampton,Ontario,Canada,2009-02-11,Active
100065,Daniel,Brown,1949-06-14,Female,Montreal,Quebec,Canada,1988-01-16,Active
100066,Robert,Smith,1960-07-25,Female,Victoria,British Columbia,Canada,1990-06-19,Active
100067,Mia,Garcia,1971-09-29,Male,Montreal,Quebec,Canada,2008-03-06,Active
100068,William,White,1981-04-19,Female,Victoria,British Columbia,Canada,2014-09-18,Active
100069,John,Anderson,1996-08-26,Male,Quebec City,Quebec,Canada,2018-06-29,Active
100070,Sarah,Martin,1990-08-15,Male,Ottawa,Ontario,Canada,2013-01-18,Active
100071,Sophia,Taylor,1978-05-13,Female,Brampton,Ontario,Canada,2019-08-30,Active
100072,Michael,Wilson,1975-03-12,Female,Charlottetown,Prince Edward Island,Canada,2011-02-15,Active
100073,Daniel,Thomas,1973-07-06,Male,Ottawa,Ontario,Canada,2008-07-13,Inactive
100074,John,Lewis,2000-06-02,Female,Hamilton,Ontario,Canada,2025-01-20,Active
100075,Olivia,Garcia,1996-10-05,Male,Mississauga,Ontario,Canada,2026-04-22,Active
100076,Sarah,Wilson,1968-06-20,Female,St. John's,Newfoundland and Labrador,Canada,2015-09-18,Active
100077,Robert,Harris,1979-07-29,Female,Brampton,Ontario,Canada,2020-04-10,Active
100078,David,Lewis,1967-09-20,Male,Vancouver,British Columbia,Canada,1996-10-15,Active
100079,Emily,Lee,1979-09-12,Female,Hamilton,Ontario,Canada,2022-08-11,Active
100080,Olivia,Garcia,1970-10-22,Female,Hamilton,Ontario,Canada,2016-06-01,Active
100081,Ava,Brown,1997-07-21,Female,Surrey,British Columbia,Canada,2021-10-16,Active
100082,Daniel,Taylor,1988-05-13,Male,Vancouver,British Columbia,Canada,2008-11-16,Active
100083,Michael,Taylor,1954-12-30,Male,Victoria,British Columbia,Canada,2000-12-16,Active
100084,Emma,Wilson,1945-09-23,Female,Mississauga,Ontario,Canada,2004-05-05,Active
100085,Jessica,Wilson,2004-07-03,Female,St. John's,Newfoundland and Labrador,Canada,2023-05-02,Active
100086,Olivia,Anderson,1966-04-16,Female,Montreal,Quebec,Canada,1997-08-19,Active
100087,John,Harris,1953-07-11,Female,Moncton,New Brunswick,Canada,2014-09-12,Active
100088,Robert,Thomas,1990-10-21,Female,Hamilton,Ontario,Canada,2019-10-30,Active
100089,Sophia,Jackson,1973-11-05,Male,Laval,Quebec,Canada,2000-02-17,Active
100090,Emma,Taylor,1978-12-13,Male,Mississauga,Ontario,Canada,2022-07-30,Active
100091,Daniel,Wilson,1984-02-11,Female,Red Deer,Alberta,Canada,2022-11-06,Active
100092,Emma,Lee,1963-07-10,Male,Victoria,British Columbia,Canada,1987-07-24,Active
100093,Emma,Harris,1979-10-03,Male,Quebec City,Quebec,Canada,1999-08-29,Active
100094,William,Taylor,1985-05-16,Female,Brampton,Ontario,Canada,2019-08-06,Active
100095,Mia,Clark,1982-09-04,Female,Toronto,Ontario,Canada,2002-08-02,Active
100096,Robert,Clark,2000-10-08,Female,Toronto,Ontario,Canada,2024-03-01,Active
100097,David,Lee,1968-08-23,Male,Calgary,Alberta,Canada,2008-03-23,Closed
100098,Olivia,Wilson,1975-10-28,Female,Ottawa,Ontario,Canada,2018-09-07,Inactive
100099,Jessica,Martin,1991-04-13,Male,Toronto,Ontario,Canada,2009-10-31,Active
100100,Michael,Lee,1990-07-28,Male,Toronto,Ontario,Canada,2026-02-10,Active
100101,Emma,Clark,2006-10-08,Female,Hamilton,Ontario,Canada,2024-12-10,Active
100102,Michael,Taylor,1956-07-01,Female,Moncton,New Brunswick,Canada,1999-09-10,Active
100103,Emma,Lewis,2001-12-27,Female,Toronto,Ontario,Canada,2025-05-31,Active
100104,James,Jackson,1973-10-19,Female,Regina,Saskatchewan,Canada,1996-07-20,Active
100105,Sophia,White,1957-07-21,Female,Victoria,British Columbia,Canada,2013-11-17,Active
100106,Sophia,Harris,1962-05-08,Male,Quebec City,Quebec,Canada,2012-08-01,Active
100107,Sophia,Garcia,1966-03-04,Male,Montreal,Quebec,Canada,2021-06-15,Active
100108,Jessica,Brown,2006-07-19,Female,Surrey,British Columbia,Canada,2025-09-14,Inactive
100109,Sarah,Harris,1950-11-26,Female,Victoria,British Columbia,Canada,1986-10-08,Active
100110,Olivia,Clark,1957-10-12,Male,Hamilton,Ontario,Canada,2017-02-03,Active
100111,Robert,Harris,1989-01-13,Male,Winnipeg,Manitoba,Canada,2010-01-16,Active
100112,Sophia,Anderson,2003-09-08,Male,Mississauga,Ontario,Canada,2025-08-20,Active
100113,Emily,Smith,1948-12-27,Male,Hamilton,Ontario,Canada,1976-11-22,Inactive
100114,Daniel,Harris,1969-10-01,Female,Laval,Quebec,Canada,2016-04-12,Active
100115,Sarah,Thompson,1969-10-07,Male,Vancouver,British Columbia,Canada,1989-05-18,Active
100116,Emily,Harris,1975-05-25,Male,Ottawa,Ontario,Canada,2006-08-09,Active
100117,James,Lee,1992-02-07,Female,Ottawa,Ontario,Canada,2024-09-23,Active
100118,Michael,Martin,1977-01-02,Female,Ottawa,Ontario,Canada,2010-01-24,Active
100119,David,White,1952-09-24,Male,Quebec City,Quebec,Canada,1972-04-11,Active
100120,John,Smith,1959-03-27,Male,Ottawa,Ontario,Canada,2022-07-08,Active
100121,Daniel,Harris,1990-07-13,Male,Edmonton,Alberta,Canada,2019-05-23,Active
100122,Olivia,Wilson,1959-01-20,Male,Brampton,Ontario,Canada,1998-09-07,Active
100123,Jessica,Thompson,1975-04-21,Male,Moncton,New Brunswick,Canada,2022-11-17,Active
100124,Sarah,Wilson,1967-09-09,Male,Victoria,British Columbia,Canada,2009-09-22,Active
100125,Emma,Lewis,1971-08-27,Male,Red Deer,Alberta,Canada,2011-10-27,Active
100126,Emily,Anderson,1990-12-12,Male,Halifax,Nova Scotia,Canada,2021-01-21,Active
100127,John,Jackson,1959-04-29,Male,Ottawa,Ontario,Canada,1985-12-08,Active
100128,Sophia,Wilson,1988-02-24,Female,Montreal,Quebec,Canada,2008-07-10,Active
100129,Emily,Taylor,1991-12-29,Male,Brampton,Ontario,Canada,2020-02-15,Active
100130,Jessica,Lewis,2006-11-06,Male,Brampton,Ontario,Canada,2026-03-31,Active
100131,Emily,Anderson,1972-06-18,Female,Brampton,Ontario,Canada,2025-04-02,Active
100132,Emily,White,1949-07-26,Male,Victoria,British Columbia,Canada,1968-06-12,Active
100133,John,Lee,1986-01-11,Male,Edmonton,Alberta,Canada,2005-10-10,Active
100134,Emily,Martin,1991-11-02,Female,Brampton,Ontario,Canada,2026-05-13,Active
100135,Sophia,Smith,1945-12-22,Female,Victoria,British Columbia,Canada,1974-11-11,Active
100136,Robert,Thomas,1956-04-12,Male,Brampton,Ontario,Canada,2004-01-21,Active
100137,Jessica,Thomas,1965-08-18,Female,Ottawa,Ontario,Canada,2003-12-14,Inactive
100138,James,Anderson,1976-03-12,Female,Ottawa,Ontario,Canada,1999-08-26,Active
100139,William,Taylor,1976-06-05,Male,Montreal,Quebec,Canada,2019-03-18,Active
100140,Daniel,White,1956-05-15,Male,Laval,Quebec,Canada,2015-05-19,Active
100141,Ava,Thomas,1956-08-04,Male,Ottawa,Ontario,Canada,1989-03-30,Active
100142,David,Anderson,2002-12-22,Female,Hamilton,Ontario,Canada,2025-10-12,Active
100143,Robert,Jackson,1989-04-13,Male,Montreal,Quebec,Canada,2019-01-04,Active
100144,Daniel,Thomas,1975-12-15,Male,Calgary,Alberta,Canada,2000-08-26,Active
100145,Ava,Taylor,1964-11-13,Female,Brampton,Ontario,Canada,1994-07-24,Active
100146,Emma,Jackson,1973-07-30,Female,Victoria,British Columbia,Canada,1993-01-08,Active
100147,James,Lee,2004-11-02,Male,Victoria,British Columbia,Canada,2024-12-30,Inactive
100148,David,White,1963-05-14,Male,Montreal,Quebec,Canada,2005-02-15,Active
100149,Emma,Harris,1964-10-25,Male,Toronto,Ontario,Canada,1990-09-17,Active
100150,James,Lee,1972-04-13,Female,Regina,Saskatchewan,Canada,2013-08-03,Active
100151,Emma,Martin,1955-11-12,Male,Quebec City,Quebec,Canada,1989-11-30,Inactive
100152,Robert,Taylor,1950-12-22,Female,Ottawa,Ontario,Canada,1978-09-06,Active
100153,Mia,Thomas,2000-03-31,Male,Calgary,Alberta,Canada,2019-10-19,Active
100154,Robert,White,1987-02-07,Male,Edmonton,Alberta,Canada,2017-03-19,Active
100155,Daniel,White,1965-03-11,Male,Vancouver,British Columbia,Canada,2023-06-08,Active
100156,Jessica,Wilson,1979-12-14,Male,Red Deer,Alberta,Canada,2013-01-24,Active
100157,John,Brown,1975-04-03,Male,Toronto,Ontario,Canada,2013-12-29,Active
100158,Emily,Thomas,1950-04-10,Female,Calgary,Alberta,Canada,2018-09-13,Active
100159,Sarah,Lewis,1991-07-18,Male,Toronto,Ontario,Canada,2020-09-11,Active
100160,Sophia,Thompson,1950-06-13,Female,Calgary,Alberta,Canada,2015-12-11,Active
100161,Ava,Clark,1979-11-21,Male,Mississauga,Ontario,Canada,2013-05-05,Active
100162,Jessica,Wilson,1962-06-16,Female,Ottawa,Ontario,Canada,1986-07-22,Active
100163,Daniel,Jackson,1971-07-04,Male,Laval,Quebec,Canada,2014-01-04,Active
100164,Daniel,Harris,1973-10-21,Female,Red Deer,Alberta,Canada,2016-06-14,Closed
100165,Daniel,Jackson,1971-06-01,Male,Montreal,Quebec,Canada,2006-01-31,Active
100166,Emma,Jackson,1958-01-10,Female,Edmonton,Alberta,Canada,2001-06-28,Active
100167,Robert,Thomas,1949-03-31,Female,Hamilton,Ontario,Canada,1972-10-07,Active
100168,Michael,Smith,1952-04-10,Female,Toronto,Ontario,Canada,1996-07-25,Active
100169,William,Clark,1989-10-24,Female,Laval,Quebec,Canada,2025-03-14,Active
100170,James,Lewis,1950-01-25,Male,Mississauga,Ontario,Canada,1977-07-30,Active
100171,John,Brown,1975-11-19,Female,Vancouver,British Columbia,Canada,2014-11-18,Inactive
100172,John,Jackson,1963-03-22,Male,Moncton,New Brunswick,Canada,2015-03-14,Closed
100173,Sophia,White,1987-11-01,Female,Vancouver,British Columbia,Canada,2020-09-20,Active
100174,Olivia,Garcia,1983-09-01,Male,Montreal,Quebec,Canada,2023-05-18,Active
100175,Olivia,Lee,1955-08-02,Male,Montreal,Quebec,Canada,1984-03-09,Active
100176,Daniel,Jackson,1986-09-26,Female,Regina,Saskatchewan,Canada,2009-03-30,Active
100177,Olivia,Garcia,1985-06-23,Male,Victoria,British Columbia,Canada,2011-04-02,Active
100178,Michael,Lee,1961-10-27,Female,Edmonton,Alberta,Canada,1981-03-13,Inactive
100179,Mia,Clark,1997-01-09,Male,Ottawa,Ontario,Canada,2015-02-03,Active
100180,Sarah,Anderson,1971-10-04,Female,Vancouver,British Columbia,Canada,2012-03-28,Active
100181,Ava,Clark,1946-02-25,Female,Brampton,Ontario,Canada,1982-10-23,Active
100182,Michael,Jackson,1983-08-05,Female,Surrey,British Columbia,Canada,2026-03-13,Active
100183,Sarah,Smith,1972-05-17,Male,Winnipeg,Manitoba,Canada,2021-05-29,Active
100184,Olivia,Garcia,1966-09-06,Male,Winnipeg,Manitoba,Canada,2013-03-07,Active
100185,Sarah,Clark,1972-05-27,Male,Toronto,Ontario,Canada,2020-02-20,Active
100186,Daniel,Thomas,2005-08-26,Male,Edmonton,Alberta,Canada,2024-05-30,Active
100187,Michael,Jackson,1968-06-14,Female,Toronto,Ontario,Canada,2014-08-14,Active
100188,William,Thomas,1987-08-23,Male,Quebec City,Quebec,Canada,2023-12-28,Active
100189,David,Brown,1997-07-26,Male,Surrey,British Columbia,Canada,2017-04-26,Inactive
100190,Robert,Lee,1980-06-10,Male,Laval,Quebec,Canada,2013-08-17,Active
100191,Olivia,Smith,2000-01-31,Female,Toronto,Ontario,Canada,2026-07-31,Active
100192,Jessica,Harris,1975-05-15,Male,Surrey,British Columbia,Canada,2010-05-05,Active
100193,Jessica,Smith,1958-03-11,Male,Surrey,British Columbia,Canada,2017-05-28,Active
100194,William,Thompson,1974-12-29,Male,Montreal,Quebec,Canada,1994-12-03,Active
100195,Ava,Lewis,1951-10-07,Male,Quebec City,Quebec,Canada,1989-06-14,Active
100196,John,Martin,1962-05-18,Female,Vancouver,British Columbia,Canada,1983-03-09,Active
100197,William,Martin,1956-12-12,Male,Laval,Quebec,Canada,2012-01-04,Active
100198,John,Clark,1948-11-12,Female,Brampton,Ontario,Canada,2001-07-04,Active
100199,William,Lee,1953-09-04,Female,Montreal,Quebec,Canada,1982-06-25,Active
100200,Ava,Clark,1996-10-15,Female,Vancouver,British Columbia,Canada,2024-05-15,Active
100201,William,Taylor,1998-01-22,Female,Mississauga,Ontario,Canada,2021-10-20,Active
100202,Mia,Harris,2001-01-15,Female,Brampton,Ontario,Canada,2024-10-13,Inactive
100203,Sarah,Clark,1945-07-26,Male,Saskatoon,Saskatchewan,Canada,2008-07-28,Active
100204,Olivia,Anderson,2005-05-24,Male,Red Deer,Alberta,Canada,2026-06-22,Active
100205,Daniel,Thompson,1965-08-02,Female,Victoria,British Columbia,Canada,1993-06-23,Active
100206,David,Smith,1969-06-13,Female,Red Deer,Alberta,Canada,2007-03-02,Active
100207,Sophia,Lewis,1955-05-13,Female,Moncton,New Brunswick,Canada,1981-12-31,Active
100208,Ava,Martin,2003-08-16,Male,Montreal,Quebec,Canada,2024-10-02,Active
100209,David,Garcia,2006-11-29,Male,Mississauga,Ontario,Canada,2025-07-19,Active
100210,Sophia,Clark,1988-04-01,Male,Vancouver,British Columbia,Canada,2019-01-20,Active
100211,David,Taylor,1948-09-26,Male,Saskatoon,Saskatchewan,Canada,1971-03-15,Active
100212,Olivia,Jackson,1970-08-05,Male,Vancouver,British Columbia,Canada,2003-01-26,Active
100213,Sophia,Clark,1961-07-20,Male,Ottawa,Ontario,Canada,2001-05-01,Active
100214,Daniel,Wilson,2001-11-13,Female,Regina,Saskatchewan,Canada,2019-11-20,Active
100215,Sophia,Clark,1985-01-14,Female,Edmonton,Alberta,Canada,2006-03-12,Active
100216,Robert,Anderson,2005-01-06,Female,Montreal,Quebec,Canada,2026-01-29,Active
100217,John,Harris,1996-07-30,Female,St. John's,Newfoundland and Labrador,Canada,2020-06-25,Active
100218,John,White,1977-08-21,Male,Victoria,British Columbia,Canada,1997-09-19,Active
100219,Daniel,Thompson,1961-10-22,Male,Red Deer,Alberta,Canada,1986-05-15,Active
100220,Mia,Clark,1993-02-12,Female,Halifax,Nova Scotia,Canada,2026-01-12,Active
100221,John,Thomas,1987-12-02,Female,Ottawa,Ontario,Canada,2009-06-18,Active
100222,Daniel,Wilson,1992-12-04,Female,Red Deer,Alberta,Canada,2024-03-17,Active
100223,Olivia,Jackson,2002-09-26,Female,Hamilton,Ontario,Canada,2022-03-13,Active
100224,David,Martin,1982-05-10,Female,Red Deer,Alberta,Canada,2003-02-01,Active
100225,Olivia,Garcia,1986-01-08,Female,Winnipeg,Manitoba,Canada,2023-01-04,Active
100226,Robert,Garcia,1970-08-20,Female,Red Deer,Alberta,Canada,1993-04-11,Active
100227,Emma,Thomas,1974-12-30,Female,Calgary,Alberta,Canada,2020-06-22,Active
100228,Emily,Lee,1952-06-18,Male,Calgary,Alberta,Canada,2011-11-22,Active
100229,Emily,Brown,1956-01-29,Male,Toronto,Ontario,Canada,2026-02-19,Active
100230,Michael,Brown,2006-11-14,Male,Montreal,Quebec,Canada,2025-11-05,Active
100231,Daniel,Smith,1955-04-01,Female,Mississauga,Ontario,Canada,2022-11-06,Active
100232,Emma,Lewis,1948-07-07,Female,Red Deer,Alberta,Canada,2005-07-19,Active
100233,James,Wilson,1994-04-25,Male,Vancouver,British Columbia,Canada,2012-07-30,Active
100234,Sophia,Martin,1952-06-30,Male,Victoria,British Columbia,Canada,1986-10-12,Active
100235,Sarah,Clark,1973-01-29,Female,Toronto,Ontario,Canada,1991-08-03,Active
100236,Olivia,Garcia,1967-08-12,Male,Victoria,British Columbia,Canada,2021-11-21,Inactive
100237,Jessica,Lee,1970-03-29,Female,Quebec City,Quebec,Canada,2003-11-13,Active
100238,Daniel,Smith,1969-02-09,Male,Charlottetown,Prince Edward Island,Canada,2008-08-02,Active
100239,Robert,Jackson,1946-04-11,Male,Edmonton,Alberta,Canada,2014-06-10,Active
100240,Jessica,White,1960-10-30,Male,Quebec City,Quebec,Canada,2005-11-17,Active
100241,Michael,Thompson,1984-05-27,Male,Red Deer,Alberta,Canada,2024-10-12,Active
100242,Emily,Martin,1948-12-01,Male,Mississauga,Ontario,Canada,2026-02-07,Active
100243,John,Harris,1960-09-24,Male,Toronto,Ontario,Canada,1988-05-25,Active
100244,Jessica,Anderson,2000-08-30,Male,Surrey,British Columbia,Canada,2024-11-02,Active
100245,Jessica,Brown,1985-03-28,Male,Surrey,British Columbia,Canada,2007-09-01,Active
100246,John,Jackson,1976-05-02,Female,Ottawa,Ontario,Canada,2016-08-08,Active
100247,Sophia,Taylor,1978-05-28,Male,Mississauga,Ontario,Canada,2012-09-05,Active
100248,Daniel,Harris,2005-02-06,Male,Montreal,Quebec,Canada,2026-03-11,Active
100249,Sophia,Garcia,1947-02-06,Male,Toronto,Ontario,Canada,1976-02-19,Active
100250,James,Harris,1999-04-24,Female,Laval,Quebec,Canada,2026-08-01,Active
100251,Michael,Harris,1974-02-11,Female,Montreal,Quebec,Canada,2009-08-23,Active
100252,Sarah,Smith,1975-02-14,Female,Saskatoon,Saskatchewan,Canada,2020-05-18,Closed
100253,Michael,Martin,1958-06-06,Female,Toronto,Ontario,Canada,2017-03-28,Active
100254,Robert,Jackson,1968-06-16,Male,Brampton,Ontario,Canada,2018-11-18,Active
100255,Jessica,Brown,1978-03-08,Female,Toronto,Ontario,Canada,2003-08-05,Active
100256,Michael,Taylor,1960-01-25,Male,Brampton,Ontario,Canada,1987-05-14,Active
100257,Olivia,Garcia,1966-01-13,Female,Red Deer,Alberta,Canada,1987-12-15,Active
100258,John,Lewis,2006-07-25,Male,Montreal,Quebec,Canada,2026-05-26,Inactive
100259,Michael,White,1995-06-07,Male,Hamilton,Ontario,Canada,2021-06-18,Active
100260,Emily,Lee,1982-02-12,Female,Regina,Saskatchewan,Canada,2023-07-07,Active
100261,Sophia,Wilson,1962-06-13,Female,Red Deer,Alberta,Canada,1995-12-25,Active
100262,Michael,Anderson,1996-12-18,Female,Ottawa,Ontario,Canada,2021-12-13,Active
100263,Robert,Lewis,1998-01-20,Male,Hamilton,Ontario,Canada,2016-08-27,Active
100264,Mia,Wilson,2006-01-13,Male,Edmonton,Alberta,Canada,2025-09-29,Active
100265,Ava,Martin,1986-02-03,Male,Victoria,British Columbia,Canada,2024-06-17,Active
100266,Emily,Taylor,1958-02-09,Male,Halifax,Nova Scotia,Canada,2007-08-24,Active
100267,Daniel,Anderson,1967-09-25,Male,Toronto,Ontario,Canada,2020-07-21,Active
100268,William,White,2002-04-07,Male,Red Deer,Alberta,Canada,2023-10-03,Active
100269,Jessica,Thomas,1950-07-04,Female,Toronto,Ontario,Canada,1993-12-01,Active
100270,Emily,Lewis,1994-01-19,Male,Toronto,Ontario,Canada,2014-09-24,Active
100271,Robert,Lee,1975-08-01,Female,Red Deer,Alberta,Canada,2001-08-13,Active
100272,James,White,1972-08-22,Female,Vancouver,British Columbia,Canada,2014-05-02,Active
100273,Michael,White,1954-02-04,Female,Toronto,Ontario,Canada,1993-11-02,Active
100274,Ava,Smith,2003-10-10,Male,Hamilton,Ontario,Canada,2023-08-18,Active
100275,Daniel,Taylor,1957-03-04,Male,Edmonton,Alberta,Canada,2003-12-12,Active
100276,Sarah,Smith,1981-03-01,Male,Mississauga,Ontario,Canada,2013-12-01,Active
100277,Sarah,Clark,1978-09-08,Female,Brampton,Ontario,Canada,2020-10-04,Active
100278,Sophia,Taylor,1968-10-20,Male,Ottawa,Ontario,Canada,2022-09-22,Active
100279,James,Thomas,1953-03-06,Male,Brampton,Ontario,Canada,1978-03-19,Active
100280,John,Clark,1954-01-27,Female,Edmonton,Alberta,Canada,1978-01-12,Active
100281,Robert,Thompson,1984-02-29,Female,Toronto,Ontario,Canada,2022-05-15,Active
100282,Sarah,Martin,1989-11-09,Female,Montreal,Quebec,Canada,2025-10-29,Active
100283,Olivia,Smith,1959-04-09,Male,Vancouver,British Columbia,Canada,2003-11-10,Active
100284,Sarah,Harris,1992-10-06,Female,Brampton,Ontario,Canada,2019-10-19,Active
100285,Daniel,Harris,1987-02-03,Male,Surrey,British Columbia,Canada,2020-09-13,Inactive
100286,Ava,Anderson,1957-01-13,Male,Ottawa,Ontario,Canada,2024-01-28,Active
100287,Michael,Garcia,1968-03-13,Female,Red Deer,Alberta,Canada,2000-08-28,Active
100288,Emily,Lewis,1967-06-05,Female,Edmonton,Alberta,Canada,1993-09-13,Active
100289,Emily,Taylor,1978-12-08,Male,Red Deer,Alberta,Canada,2021-03-26,Active
100290,Sarah,Anderson,1947-06-20,Male,Brampton,Ontario,Canada,1968-10-15,Active
100291,Emma,Anderson,2003-12-11,Male,Edmonton,Alberta,Canada,2022-06-07,Active
100292,Robert,Clark,1979-02-08,Female,Surrey,British Columbia,Canada,2015-06-19,Active
100293,Ava,Brown,1987-03-20,Female,Toronto,Ontario,Canada,2011-12-30,Active
100294,Robert,Lewis,1981-10-21,Male,Mississauga,Ontario,Canada,2013-12-15,Active
100295,Emily,Garcia,1969-03-13,Male,Hamilton,Ontario,Canada,2006-11-21,Active
100296,Sarah,White,1997-06-10,Female,Mississauga,Ontario,Canada,2023-09-09,Active
100297,Emma,Harris,1964-05-24,Female,Hamilton,Ontario,Canada,1989-12-18,Active
100298,Daniel,Lewis,1945-08-24,Male,Regina,Saskatchewan,Canada,2001-07-19,Active
100299,Robert,Garcia,1979-05-05,Female,Charlottetown,Prince Edward Island,Canada,2019-04-25,Active
